symbol,pct_chg,rise,std_deviation_1y,pct_chg_1y,std_deviation_6m,pct_chg_6m,std_deviation_5m,pct_chg_5m,std_deviation_4m,pct_chg_4m,std_deviation_3m,pct_chg_3m,std_deviation_2m,pct_chg_2m,std_deviation_1m,pct_chg_1m,std_deviation_1w,pct_chg_1w
000001,-0.953,0.0,2.1457908181120007,44.991800509393215,2.089347295884449,30.014200091362,2.1120804911581925,39.18419988453388,2.0985912678652383,39.08419941365719,2.140567542629037,46.95419962704182,1.8556255007597504,8.538899809122086,1.669357069472758,1.456299602985382,1.0543478342563852,1.6775999665260315
000002,0.628,1.0,2.206891795447558,25.25329878926277,2.318203852276806,-4.045402020215988,2.2971953795322264,1.464598260819912,2.2890955071532115,12.324597917497158,2.305013936594663,17.284598134458065,1.4888483177699452,-2.965000331401825,1.3896040091203856,3.3412996158003807,1.5820674522165432,4.5381999015808105
000004,-0.2473,0.0,2.951267903800683,27.32130143046379,2.596207454445393,7.753701768815517,2.6098760660522853,-0.04629833251237869,2.667755528016791,2.243701659142971,2.7187011044867626,6.443701915442944,2.0922938597690806,1.3513004668056965,1.6922890096513854,11.182300046086311,1.969948375698599,0.9911999255418777
000005,-0.8451,0.0,2.7873744246798142,27.19120129942894,2.591841659583915,-3.785000041127205,2.619787778099867,6.1349999606609344,2.676838278015429,8.095000058412552,2.7408743724111146,17.835000216960907,3.0903232337552944,17.229499608278275,4.004301917486862,26.574399679899216,6.27964350227785,12.724800109863281
000006,-0.1795,0.0,2.456169548110223,17.26440055668354,2.403540481698759,-29.345199078321457,2.384107498505802,-9.135199666023254,2.400003485678034,-11.47519937157631,2.4441429873199065,-4.715199440717697,2.1235700315719406,3.5102003663778305,2.537127877870726,12.482100278139114,1.7716498020659295,3.747900053858757
000007,-1.7136,0.0,4.526100897991169,-16.253301724791527,3.926488832987135,-43.452702678740025,3.952166700727311,-26.942702136933804,4.069426896093995,-25.282702162861824,4.199434269355951,-26.142701998353004,3.6887060117197783,27.450400441884995,5.01953740384365,16.851200491189957,1.186934212646046,2.6459999084472656
000008,1.0929,1.0,2.2451759678228345,-19.313999488949776,2.454044709350572,-60.450999200344086,2.5232665302499657,-48.79099927842617,2.5378017853000223,-34.50099937617779,2.4822347947341417,-21.930999383330345,1.188624982022771,-1.0467998087406158,1.0654184053624733,4.593500137329102,0.9031196808308628,4.510300040245056
000009,-0.2024,0.0,2.9450407824106826,36.530698761343956,2.6426477538502238,10.003999143838882,2.671249079171135,6.1839990466833115,2.7205708421829624,11.05399902164936,2.7871999156724914,17.863998740911484,2.5698761574631925,8.450599819421768,3.022589548957334,16.743000119924545,0.8135036925553584,4.592799872159958
000010,0.8721,1.0,2.6335385139891767,-28.173900231719017,2.8132114035513545,-15.824698731303215,2.8356185972181756,-8.60469874739647,2.651421166349552,1.2753008902072906,2.6152703591105357,2.6253002882003784,2.037089567096474,-5.018100082874298,2.6172993646795732,-1.0161998867988586,0.5959964238689576,0.30010002851486206
000011,-0.1857,0.0,2.707204334205004,6.861101150512695,2.728732453199468,-24.249797865748405,2.762300068212236,-16.26979784667492,2.8164404563540386,-10.329797960817814,2.8525640270786115,-1.0997982174158096,3.2664503330640877,5.026600643992424,3.2552547127838722,22.311400316655636,3.20028590959018,5.323700308799744
