symbol,pct_chg,rise,std_deviation_1y,pct_chg_1y,std_deviation_6m,pct_chg_6m,std_deviation_5m,pct_chg_5m,std_deviation_4m,pct_chg_4m,std_deviation_3m,pct_chg_3m,std_deviation_2m,pct_chg_2m,std_deviation_1m,pct_chg_1m,std_deviation_1w,pct_chg_1w
000001,0.0687,1.0,2.1449209919748364,45.33750047534704,2.089998987426937,29.231200084090233,2.1044016907254295,34.60119976103306,2.099377094361042,37.77119939029217,2.1380156558986436,46.00119961798191,1.8625415552342413,7.806699797511101,1.644819682303027,0.5032995939254761,0.0,-0.953000009059906
000002,-1.2115,0.0,2.2062639991363904,24.804198771715164,2.3182767376903652,-2.877401977777481,2.29549049615994,0.32259830087423325,2.2891603513638095,13.412597946822643,2.301498789606761,17.9125981554389,1.4923395887539939,-2.4056003093719482,1.3611634412104243,3.9692996367812157,0.0,0.628000020980835
000004,-0.5949,0.0,2.93754519125188,31.154401421546936,2.5958149979227327,6.606401793658733,2.609400037376495,0.6364016756415367,2.6677294284121738,2.3164016529917717,2.713940838300296,6.196401916444302,2.0772881950289124,2.7425004430115223,1.6613400592477745,10.93500004708767,0.0,-0.24729999899864197
000005,-1.1364,0.0,2.7880088725980947,26.009401321411133,2.5914658091598337,-3.430099979043007,2.6201489919292533,5.559899985790253,2.675257427060631,5.349900096654892,2.736903617964102,16.98990023136139,3.0691561013632644,18.679499596357346,3.9368598969936826,25.729299694299698,0.0,-0.8450999855995178
000006,-1.0791,0.0,2.4498429995546505,19.76690047979355,2.4032609611927014,-28.734699055552483,2.382660910580582,-10.844699636101723,2.393604110395918,-14.794699475169182,2.4401898625725633,-4.894699439406395,2.11849950397739,4.251500338315964,2.4840312879758333,12.302600279450417,0.0,-0.17949999868869781
000007,-0.9963,0.0,4.525730152573229,-16.02200172841549,3.906384508292105,-37.36630252748728,3.9523795638318693,-30.016302190721035,4.070254526932919,-26.196302190423012,4.193436204079909,-27.85630203783512,3.694700704716695,26.986800402402878,4.932054574167219,15.13760045170784,0.0,-1.7136000394821167
000008,-0.2703,0.0,2.2446106460543023,-16.74119944870472,2.4551088747207896,-59.08809915184975,2.52396226333418,-46.798099264502525,2.5388157074078608,-33.408099338412285,2.478595874373157,-20.838099345564842,1.1824798578668239,1.3938002288341522,1.056728840560935,5.6864001750946045,0.0,1.092900037765503
000009,-1.4199,0.0,2.941990610186164,38.293398812413216,2.6407717712175613,7.851599097251892,2.6706037173346493,7.081599071621895,2.7202458199522104,10.021599039435387,2.7827110488543414,17.66159874200821,2.5610675545916437,9.511699795722961,2.960427984787035,16.54060012102127,0.0,-0.20239999890327454
000010,-1.4409,0.0,2.6307315981150765,-29.31790016591549,2.8132220281985534,-15.812598749995232,2.8357914750016007,-7.0325987637043,2.6508536310054445,3.45740082859993,2.6114710548523834,3.4974002838134766,2.0400546758453055,-4.693900108337402,2.564301820548617,-0.1440998911857605,0.0,0.8720999956130981
000011,-2.2326,0.0,2.7056514779148437,8.090101182460785,2.727715555588315,-22.935497865080833,2.7620989996518572,-17.045497819781303,2.8011400645937217,-15.795498169958591,2.8479483207549414,-1.2854982167482376,3.253607177073187,6.653900608420372,3.191020129526845,22.125700317323208,0.0,-0.18569999933242798
