date,last,open,high,low,percent_change
"1984年11月8日","2.5742","2.5742","2.5742","2.5742","-0.30%"
"1984年11月7日","2.5819","2.5819","2.5819","2.5819","0.65%"
"1984年11月5日","2.5653","2.5653","2.5653","2.5653","-1.10%"
"1984年11月2日","2.5939","2.5939","2.5939","2.5939","-1.50%"
"1984年11月1日","2.6334","2.6334","2.6334","2.6334","-0.50%"
"1984年10月31日","2.6466","2.6466","2.6466","2.6466","-1.00%"
"1984年10月30日","2.6734","2.6734","2.6734","2.6734","1.40%"
"1984年10月29日","2.6365","2.6365","2.6365","2.6365","0.90%"
"1984年10月26日","2.6129","2.6129","2.6129","2.6129","0.00%"
"1984年10月25日","2.6129","2.6129","2.6129","2.6129","-0.70%"
"1984年10月24日","2.6314","2.6314","2.6314","2.6314","-1.60%"
"1984年10月23日","2.6742","2.6742","2.6742","2.6742","0.00%"
"1984年10月22日","2.6742","2.6742","2.6742","2.6742","-0.90%"
"1984年10月19日","2.6984","2.6984","2.6984","2.6984","-0.60%"
"1984年10月18日","2.7147","2.7147","2.7147","2.7147","0.00%"
"1984年10月17日","2.7147","2.7147","2.7147","2.7147","0.00%"
"1984年10月16日","2.7147","2.7147","2.7147","2.7147","1.60%"
"1984年10月15日","2.6720","2.6720","2.6720","2.6720","0.00%"
"1984年10月12日","2.6720","2.6720","2.6720","2.6720","0.80%"
"1984年10月11日","2.6507","2.6507","2.6507","2.6507","0.00%"
"1984年10月10日","2.6507","2.6507","2.6507","2.6507","1.40%"
"1984年10月9日","2.6141","2.6141","2.6141","2.6141","0.24%"
"1984年10月5日","2.6079","2.6079","2.6079","2.6079","0.00%"
"1984年10月4日","2.6079","2.6079","2.6079","2.6079","1.00%"
"1984年10月3日","2.5820","2.5820","2.5820","2.5820","-0.90%"
"1984年10月2日","2.6055","2.6055","2.6055","2.6055","0.00%"
"1984年10月1日","2.6055","2.6055","2.6055","2.6055","1.20%"
"1984年9月28日","2.5746","2.5746","2.5746","2.5746","0.00%"
"1984年9月27日","2.5746","2.5746","2.5746","2.5746","0.00%"
"1984年9月26日","2.5746","2.5746","2.5746","2.5746","1.40%"
"1984年9月25日","2.5390","2.5390","2.5390","2.5390","-1.20%"
"1984年9月24日","2.5699","2.5699","2.5699","2.5699","-2.40%"
"1984年9月21日","2.6331","2.6331","2.6331","2.6331","0.85%"
"1984年9月20日","2.6109","2.6109","2.6109","2.6109","0.35%"
"1984年9月19日","2.6018","2.6018","2.6018","2.6018","0.00%"
"1984年9月18日","2.6018","2.6018","2.6018","2.6018","1.55%"
"1984年9月17日","2.5621","2.5621","2.5621","2.5621","0.50%"
"1984年9月14日","2.5494","2.5494","2.5494","2.5494","0.60%"
"1984年9月13日","2.5341","2.5341","2.5341","2.5341","0.60%"
"1984年9月12日","2.5190","2.5190","2.5190","2.5190","-0.60%"
"1984年9月11日","2.5342","2.5342","2.5342","2.5342","0.50%"
"1984年9月10日","2.5216","2.5216","2.5216","2.5216","1.35%"
"1984年9月7日","2.4880","2.4880","2.4880","2.4880","0.00%"
"1984年9月6日","2.4880","2.4880","2.4880","2.4880","0.60%"
"1984年9月5日","2.4732","2.4732","2.4732","2.4732","1.30%"
"1984年9月4日","2.4414","2.4414","2.4414","2.4414","0.90%"
"1984年8月31日","2.4196","2.4196","2.4196","2.4196","0.00%"
"1984年8月30日","2.4196","2.4196","2.4196","2.4196","0.00%"
"1984年8月29日","2.4196","2.4196","2.4196","2.4196","0.00%"
"1984年8月28日","2.4196","2.4196","2.4196","2.4196","0.70%"
"1984年8月27日","2.4028","2.4028","2.4028","2.4028","0.00%"
"1984年8月24日","2.4028","2.4028","2.4028","2.4028","0.00%"
"1984年8月23日","2.4028","2.4028","2.4028","2.4028","-0.25%"
"1984年8月22日","2.4088","2.4088","2.4088","2.4088","1.05%"
"1984年8月21日","2.3837","2.3837","2.3837","2.3837","0.90%"
"1984年8月20日","2.3625","2.3625","2.3625","2.3625","0.00%"
"1984年8月17日","2.3625","2.3625","2.3625","2.3625","0.00%"
"1984年8月16日","2.3625","2.3625","2.3625","2.3625","0.00%"
"1984年8月15日","2.3625","2.3625","2.3625","2.3625","0.00%"
"1984年8月14日","2.3625","2.3625","2.3625","2.3625","-0.60%"
"1984年8月13日","2.3767","2.3767","2.3767","2.3767","1.98%"
"1984年8月10日","2.3306","2.3306","2.3306","2.3306","-0.58%"
"1984年8月9日","2.3441","2.3441","2.3441","2.3441","-0.50%"
"1984年8月8日","2.3559","2.3559","2.3559","2.3559","1.50%"
"1984年8月7日","2.3211","2.3211","2.3211","2.3211","0.00%"
"1984年8月6日","2.3211","2.3211","2.3211","2.3211","-0.50%"
"1984年8月3日","2.3327","2.3327","2.3327","2.3327","0.00%"
"1984年8月2日","2.3327","2.3327","2.3327","2.3327","-0.50%"
"1984年8月1日","2.3444","2.3444","2.3444","2.3444","0.30%"
"1984年7月31日","2.3374","2.3374","2.3374","2.3374","0.00%"
"1984年7月30日","2.3374","2.3374","2.3374","2.3374","0.50%"
"1984年7月27日","2.3258","2.3258","2.3258","2.3258","0.40%"
"1984年7月26日","2.3166","2.3166","2.3166","2.3166","-0.40%"
"1984年7月25日","2.3259","2.3259","2.3259","2.3259","0.00%"
"1984年7月24日","2.3259","2.3259","2.3259","2.3259","0.50%"
"1984年7月23日","2.3144","2.3144","2.3144","2.3144","0.50%"
"1984年7月20日","2.3028","2.3028","2.3028","2.3028","0.00%"
"1984年7月19日","2.3028","2.3028","2.3028","2.3028","0.00%"
"1984年7月18日","2.3028","2.3028","2.3028","2.3028","0.50%"
"1984年7月17日","2.2914","2.2914","2.2914","2.2914","-0.30%"
"1984年7月16日","2.2983","2.2983","2.2983","2.2983","0.00%"
"1984年7月13日","2.2983","2.2983","2.2983","2.2983","0.50%"
"1984年7月12日","2.2869","2.2869","2.2869","2.2869","0.00%"
"1984年7月11日","2.2869","2.2869","2.2869","2.2869","0.00%"
"1984年7月10日","2.2869","2.2869","2.2869","2.2869","0.00%"
"1984年7月9日","2.2869","2.2869","2.2869","2.2869","0.00%"
"1984年7月6日","2.2869","2.2869","2.2869","2.2869","0.70%"
"1984年7月5日","2.2710","2.2710","2.2710","2.2710","0.80%"
"1984年7月3日","2.2529","2.2529","2.2529","2.2529","0.00%"
"1984年7月2日","2.2529","2.2529","2.2529","2.2529","0.00%"
"1984年6月29日","2.2529","2.2529","2.2529","2.2529","0.00%"
"1984年6月28日","2.2529","2.2529","2.2529","2.2529","0.00%"
"1984年6月27日","2.2529","2.2529","2.2529","2.2529","0.00%"
"1984年6月26日","2.2529","2.2529","2.2529","2.2529","0.50%"
"1984年6月25日","2.2417","2.2417","2.2417","2.2417","0.00%"
"1984年6月22日","2.2417","2.2417","2.2417","2.2417","0.50%"
"1984年6月21日","2.2306","2.2306","2.2306","2.2306","0.00%"
"1984年6月20日","2.2306","2.2306","2.2306","2.2306","1.01%"
"1984年6月19日","2.2084","2.2084","2.2084","2.2084","-0.50%"
"1984年6月18日","2.2194","2.2194","2.2194","2.2194","0.49%"
"1984年6月15日","2.2085","2.2085","2.2085","2.2085","0.30%"
"1984年6月14日","2.2018","2.2018","2.2018","2.2018","0.00%"
"1984年6月13日","2.2018","2.2018","2.2018","2.2018","0.00%"
"1984年6月12日","2.2018","2.2018","2.2018","2.2018","0.40%"
"1984年6月11日","2.1930","2.1930","2.1930","2.1930","0.00%"
"1984年6月8日","2.1930","2.1930","2.1930","2.1930","0.00%"
"1984年6月7日","2.1930","2.1930","2.1930","2.1930","0.00%"
"1984年6月6日","2.1930","2.1930","2.1930","2.1930","0.00%"
"1984年6月5日","2.1930","2.1930","2.1930","2.1930","0.00%"
"1984年6月4日","2.1930","2.1930","2.1930","2.1930","-1.10%"
"1984年6月1日","2.2173","2.2173","2.2173","2.2173","0.00%"
"1984年5月31日","2.2173","2.2173","2.2173","2.2173","0.00%"
"1984年5月30日","2.2173","2.2173","2.2173","2.2173","-0.20%"
"1984年5月29日","2.2218","2.2218","2.2218","2.2218","0.70%"
"1984年5月25日","2.2063","2.2063","2.2063","2.2063","-0.70%"
"1984年5月24日","2.2218","2.2218","2.2218","2.2218","0.80%"
"1984年5月23日","2.2042","2.2042","2.2042","2.2042","0.00%"
"1984年5月22日","2.2042","2.2042","2.2042","2.2042","0.00%"
"1984年5月21日","2.2042","2.2042","2.2042","2.2042","0.00%"
"1984年5月18日","2.2042","2.2042","2.2042","2.2042","0.90%"
"1984年5月17日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月16日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月15日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月14日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月11日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月10日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月9日","2.1845","2.1845","2.1845","2.1845","0.00%"
"1984年5月8日","2.1845","2.1845","2.1845","2.1845","1.00%"
"1984年5月7日","2.1629","2.1629","2.1629","2.1629","1.00%"
"1984年5月4日","2.1414","2.1414","2.1414","2.1414","-0.21%"
"1984年5月3日","2.1458","2.1458","2.1458","2.1458","0.00%"
"1984年5月2日","2.1458","2.1458","2.1458","2.1458","0.60%"
"1984年5月1日","2.1329","2.1329","2.1329","2.1329","0.00%"
"1984年4月30日","2.1329","2.1329","2.1329","2.1329","0.00%"
"1984年4月27日","2.1329","2.1329","2.1329","2.1329","0.70%"
"1984年4月26日","2.1181","2.1181","2.1181","2.1181","0.00%"
"1984年4月25日","2.1181","2.1181","2.1181","2.1181","0.60%"
"1984年4月24日","2.1055","2.1055","2.1055","2.1055","0.00%"
"1984年4月23日","2.1055","2.1055","2.1055","2.1055","0.00%"
"1984年4月20日","2.1055","2.1055","2.1055","2.1055","1.00%"
"1984年4月19日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月18日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月17日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月16日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月13日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月12日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月11日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月10日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月9日","2.0846","2.0846","2.0846","2.0846","0.00%"
"1984年4月6日","2.0846","2.0846","2.0846","2.0846","0.50%"
"1984年4月5日","2.0743","2.0743","2.0743","2.0743","0.00%"
"1984年4月4日","2.0743","2.0743","2.0743","2.0743","0.00%"
"1984年4月3日","2.0743","2.0743","2.0743","2.0743","0.50%"
"1984年4月2日","2.0639","2.0639","2.0639","2.0639","0.00%"
"1984年3月30日","2.0639","2.0639","2.0639","2.0639","0.00%"
"1984年3月29日","2.0639","2.0639","2.0639","2.0639","-0.50%"
"1984年3月28日","2.0743","2.0743","2.0743","2.0743","0.00%"
"1984年3月27日","2.0743","2.0743","2.0743","2.0743","-0.50%"
"1984年3月26日","2.0847","2.0847","2.0847","2.0847","0.00%"
"1984年3月23日","2.0847","2.0847","2.0847","2.0847","0.00%"
"1984年3月22日","2.0847","2.0847","2.0847","2.0847","0.00%"
"1984年3月21日","2.0847","2.0847","2.0847","2.0847","0.50%"
"1984年3月20日","2.0744","2.0744","2.0744","2.0744","0.00%"
"1984年3月19日","2.0744","2.0744","2.0744","2.0744","0.40%"
"1984年3月16日","2.0662","2.0662","2.0662","2.0662","0.40%"
"1984年3月15日","2.0579","2.0579","2.0579","2.0579","0.00%"
"1984年3月14日","2.0579","2.0579","2.0579","2.0579","-0.50%"
"1984年3月13日","2.0683","2.0683","2.0683","2.0683","0.00%"
"1984年3月12日","2.0683","2.0683","2.0683","2.0683","0.90%"
"1984年3月9日","2.0498","2.0498","2.0498","2.0498","0.00%"
"1984年3月8日","2.0498","2.0498","2.0498","2.0498","0.40%"
"1984年3月7日","2.0417","2.0417","2.0417","2.0417","0.00%"
"1984年3月6日","2.0417","2.0417","2.0417","2.0417","-0.50%"
"1984年3月5日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年3月2日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年3月1日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月29日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月28日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月27日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月24日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月23日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月22日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月21日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月17日","2.0519","2.0519","2.0519","2.0519","0.00%"
"1984年2月16日","2.0519","2.0519","2.0519","2.0519","-0.40%"
"1984年2月15日","2.0601","2.0601","2.0601","2.0601","-0.80%"
"1984年2月14日","2.0768","2.0768","2.0768","2.0768","0.00%"
"1984年2月10日","2.0768","2.0768","2.0768","2.0768","0.00%"
"1984年2月9日","2.0768","2.0768","2.0768","2.0768","0.00%"
"1984年2月8日","2.0768","2.0768","2.0768","2.0768","0.00%"
"1984年2月7日","2.0768","2.0768","2.0768","2.0768","0.70%"
"1984年2月6日","2.0623","2.0623","2.0623","2.0623","0.00%"
"1984年2月3日","2.0623","2.0623","2.0623","2.0623","-0.80%"
"1984年2月2日","2.0790","2.0790","2.0790","2.0790","0.00%"
"1984年2月1日","2.0790","2.0790","2.0790","2.0790","0.00%"
"1984年1月31日","2.0790","2.0790","2.0790","2.0790","0.00%"
"1984年1月30日","2.0790","2.0790","2.0790","2.0790","0.00%"
"1984年1月27日","2.0790","2.0790","2.0790","2.0790","0.60%"
"1984年1月26日","2.0666","2.0666","2.0666","2.0666","-0.50%"
"1984年1月25日","2.0770","2.0770","2.0770","2.0770","0.00%"
"1984年1月24日","2.0770","2.0770","2.0770","2.0770","0.50%"
"1984年1月23日","2.0667","2.0667","2.0667","2.0667","0.51%"
"1984年1月20日","2.0563","2.0563","2.0563","2.0563","0.00%"
"1984年1月19日","2.0563","2.0563","2.0563","2.0563","0.00%"
"1984年1月18日","2.0563","2.0563","2.0563","2.0563","0.50%"
"1984年1月17日","2.0461","2.0461","2.0461","2.0461","0.00%"
"1984年1月16日","2.0461","2.0461","2.0461","2.0461","0.00%"
"1984年1月13日","2.0461","2.0461","2.0461","2.0461","0.00%"
"1984年1月12日","2.0461","2.0461","2.0461","2.0461","0.00%"
"1984年1月11日","2.0461","2.0461","2.0461","2.0461","0.00%"
"1984年1月10日","2.0461","2.0461","2.0461","2.0461","1.00%"
"1984年1月9日","2.0259","2.0259","2.0259","2.0259","0.00%"
"1984年1月6日","2.0259","2.0259","2.0259","2.0259","0.51%"
"1984年1月5日","2.0157","2.0157","2.0157","2.0157","0.50%"
"1984年1月4日","2.0057","2.0057","2.0057","2.0057","1.00%"
"1984年1月3日","1.9859","1.9859","1.9859","1.9859","0.00%"
"1983年12月30日","1.9859","1.9859","1.9859","1.9859","0.00%"
"1983年12月29日","1.9859","1.9859","1.9859","1.9859","-0.40%"
"1983年12月28日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月27日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月23日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月22日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月21日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月20日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月19日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月16日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月15日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月14日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月13日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月12日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月9日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月8日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月7日","1.9939","1.9939","1.9939","1.9939","0.00%"
"1983年12月6日","1.9939","1.9939","1.9939","1.9939","0.40%"
"1983年12月5日","1.9860","1.9860","1.9860","1.9860","0.00%"
"1983年12月2日","1.9860","1.9860","1.9860","1.9860","0.00%"
"1983年12月1日","1.9860","1.9860","1.9860","1.9860","-0.40%"
"1983年11月30日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月29日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月28日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月25日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月23日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月22日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月21日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月18日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月17日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月16日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月15日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月14日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月10日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月9日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月7日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月4日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月3日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月2日","1.9940","1.9940","1.9940","1.9940","0.00%"
"1983年11月1日","1.9940","1.9940","1.9940","1.9940","0.50%"
"1983年10月31日","1.9840","1.9840","1.9840","1.9840","0.60%"
"1983年10月28日","1.9722","1.9722","1.9722","1.9722","0.00%"
"1983年10月27日","1.9722","1.9722","1.9722","1.9722","0.00%"
"1983年10月26日","1.9722","1.9722","1.9722","1.9722","0.00%"
"1983年10月25日","1.9722","1.9722","1.9722","1.9722","0.00%"
"1983年10月24日","1.9722","1.9722","1.9722","1.9722","0.00%"
"1983年10月21日","1.9722","1.9722","1.9722","1.9722","0.50%"
"1983年10月20日","1.9624","1.9624","1.9624","1.9624","0.00%"
"1983年10月19日","1.9624","1.9624","1.9624","1.9624","0.00%"
"1983年10月18日","1.9624","1.9624","1.9624","1.9624","0.00%"
"1983年10月17日","1.9624","1.9624","1.9624","1.9624","0.00%"
"1983年10月14日","1.9624","1.9624","1.9624","1.9624","0.00%"
"1983年10月13日","1.9624","1.9624","1.9624","1.9624","0.50%"
"1983年10月12日","1.9527","1.9527","1.9527","1.9527","0.00%"
"1983年10月11日","1.9527","1.9527","1.9527","1.9527","-0.40%"
"1983年10月7日","1.9605","1.9605","1.9605","1.9605","0.00%"
"1983年10月6日","1.9605","1.9605","1.9605","1.9605","-0.50%"
"1983年10月5日","1.9703","1.9703","1.9703","1.9703","0.00%"
"1983年10月4日","1.9703","1.9703","1.9703","1.9703","0.00%"
"1983年10月3日","1.9703","1.9703","1.9703","1.9703","-0.50%"
"1983年9月30日","1.9802","1.9802","1.9802","1.9802","0.00%"
"1983年9月29日","1.9802","1.9802","1.9802","1.9802","0.00%"
"1983年9月28日","1.9802","1.9802","1.9802","1.9802","0.00%"
"1983年9月27日","1.9802","1.9802","1.9802","1.9802","0.00%"
"1983年9月26日","1.9802","1.9802","1.9802","1.9802","-0.60%"
"1983年9月23日","1.9922","1.9922","1.9922","1.9922","0.00%"
"1983年9月22日","1.9922","1.9922","1.9922","1.9922","0.00%"
"1983年9月21日","1.9922","1.9922","1.9922","1.9922","0.61%"
"1983年9月20日","1.9802","1.9802","1.9802","1.9802","-0.50%"
"1983年9月19日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月16日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月15日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月14日","1.9902","1.9902","1.9902","1.9902","0.50%"
"1983年9月13日","1.9802","1.9802","1.9802","1.9802","0.00%"
"1983年9月12日","1.9802","1.9802","1.9802","1.9802","-0.50%"
"1983年9月9日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月8日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月7日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月6日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月2日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年9月1日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年8月31日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年8月30日","1.9902","1.9902","1.9902","1.9902","0.00%"
"1983年8月29日","1.9902","1.9902","1.9902","1.9902","1.00%"
"1983年8月26日","1.9704","1.9704","1.9704","1.9704","0.50%"
"1983年8月25日","1.9606","1.9606","1.9606","1.9606","0.00%"
"1983年8月24日","1.9606","1.9606","1.9606","1.9606","0.00%"
"1983年8月23日","1.9606","1.9606","1.9606","1.9606","0.00%"
"1983年8月22日","1.9606","1.9606","1.9606","1.9606","0.00%"
"1983年8月19日","1.9606","1.9606","1.9606","1.9606","0.50%"
"1983年8月18日","1.9509","1.9509","1.9509","1.9509","-1.49%"
"1983年8月17日","1.9805","1.9805","1.9805","1.9805","0.00%"
"1983年8月16日","1.9805","1.9805","1.9805","1.9805","-0.90%"
"1983年8月15日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月12日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月11日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月10日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月9日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月8日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月5日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月4日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月3日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月2日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年8月1日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年7月29日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年7月28日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年7月27日","1.9985","1.9985","1.9985","1.9985","0.00%"
"1983年7月26日","1.9985","1.9985","1.9985","1.9985","0.50%"
"1983年7月25日","1.9886","1.9886","1.9886","1.9886","-0.50%"
"1983年7月22日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月21日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月20日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月19日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月18日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月15日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月14日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月13日","1.9986","1.9986","1.9986","1.9986","0.00%"
"1983年7月12日","1.9986","1.9986","1.9986","1.9986","0.50%"
"1983年7月11日","1.9887","1.9887","1.9887","1.9887","-0.50%"
"1983年7月8日","1.9987","1.9987","1.9987","1.9987","0.00%"
"1983年7月7日","1.9987","1.9987","1.9987","1.9987","0.00%"
"1983年7月6日","1.9987","1.9987","1.9987","1.9987","0.50%"
"1983年7月5日","1.9888","1.9888","1.9888","1.9888","0.00%"
"1983年7月1日","1.9888","1.9888","1.9888","1.9888","0.00%"
"1983年6月30日","1.9888","1.9888","1.9888","1.9888","0.00%"
"1983年6月29日","1.9888","1.9888","1.9888","1.9888","0.00%"
"1983年6月28日","1.9888","1.9888","1.9888","1.9888","0.60%"
"1983年6月27日","1.9769","1.9769","1.9769","1.9769","-0.50%"
"1983年6月24日","1.9869","1.9869","1.9869","1.9869","0.00%"
"1983年6月23日","1.9869","1.9869","1.9869","1.9869","0.00%"
"1983年6月22日","1.9869","1.9869","1.9869","1.9869","-0.60%"
"1983年6月21日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月20日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月17日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月16日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月15日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月14日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月13日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月10日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月9日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月8日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月7日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月6日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月3日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月2日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年6月1日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年5月31日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年5月27日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年5月26日","1.9989","1.9989","1.9989","1.9989","0.00%"
"1983年5月25日","1.9989","1.9989","1.9989","1.9989","0.30%"
"1983年5月24日","1.9929","1.9929","1.9929","1.9929","0.00%"
"1983年5月23日","1.9929","1.9929","1.9929","1.9929","0.00%"
"1983年5月20日","1.9929","1.9929","1.9929","1.9929","0.00%"
"1983年5月19日","1.9929","1.9929","1.9929","1.9929","0.00%"
"1983年5月18日","1.9929","1.9929","1.9929","1.9929","0.00%"
"1983年5月17日","1.9929","1.9929","1.9929","1.9929","0.50%"
"1983年5月16日","1.9829","1.9829","1.9829","1.9829","0.00%"
"1983年5月13日","1.9829","1.9829","1.9829","1.9829","0.00%"
"1983年5月12日","1.9829","1.9829","1.9829","1.9829","0.50%"
"1983年5月11日","1.9731","1.9731","1.9731","1.9731","-0.49%"
"1983年5月10日","1.9829","1.9829","1.9829","1.9829","0.00%"
"1983年5月9日","1.9829","1.9829","1.9829","1.9829","0.00%"
"1983年5月6日","1.9829","1.9829","1.9829","1.9829","0.00%"
"1983年5月5日","1.9829","1.9829","1.9829","1.9829","-0.40%"
"1983年5月4日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年5月3日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年5月2日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年4月29日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年4月28日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年4月27日","1.9909","1.9909","1.9909","1.9909","0.50%"
"1983年4月26日","1.9809","1.9809","1.9809","1.9809","0.00%"
"1983年4月25日","1.9809","1.9809","1.9809","1.9809","-0.50%"
"1983年4月22日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年4月21日","1.9909","1.9909","1.9909","1.9909","0.00%"
"1983年4月20日","1.9909","1.9909","1.9909","1.9909","-0.30%"
"1983年4月19日","1.9969","1.9969","1.9969","1.9969","0.40%"
"1983年4月18日","1.9890","1.9890","1.9890","1.9890","-0.40%"
"1983年4月15日","1.9970","1.9970","1.9970","1.9970","0.00%"
"1983年4月14日","1.9970","1.9970","1.9970","1.9970","0.00%"
"1983年4月13日","1.9970","1.9970","1.9970","1.9970","0.00%"
"1983年4月12日","1.9970","1.9970","1.9970","1.9970","0.00%"
"1983年4月11日","1.9970","1.9970","1.9970","1.9970","0.00%"
