date,last,open,high,low,percent_change
"2000年9月6日","8.2794","8.2794","8.2794","8.2794","0.00%"
"2000年9月5日","8.2790","8.2790","8.2790","8.2790","0.00%"
"2000年9月4日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"2000年9月1日","8.2787","8.2787","8.2787","8.2787","0.00%"
"2000年8月31日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"2000年8月30日","8.2788","8.2788","8.2788","8.2788","-0.01%"
"2000年8月29日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月28日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月25日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月24日","8.2799","8.2799","8.2799","8.2799","0.01%"
"2000年8月23日","8.2793","8.2793","8.2793","8.2793","-0.01%"
"2000年8月22日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月21日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月18日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"2000年8月17日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月16日","8.2797","8.2797","8.2797","8.2797","0.01%"
"2000年8月15日","8.2788","8.2788","8.2788","8.2788","-0.01%"
"2000年8月14日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"2000年8月11日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"2000年8月10日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月9日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"2000年8月8日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月7日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年8月4日","8.2798","8.2798","8.2798","8.2798","0.00%"
"2000年8月3日","8.2796","8.2796","8.2796","8.2796","0.01%"
"2000年8月2日","8.2791","8.2791","8.2791","8.2791","0.00%"
"2000年8月1日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"2000年7月31日","8.2792","8.2792","8.2792","8.2792","-0.00%"
"2000年7月28日","8.2794","8.2794","8.2794","8.2794","0.00%"
"2000年7月27日","8.2793","8.2793","8.2793","8.2793","-0.00%"
"2000年7月26日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"2000年7月25日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"2000年7月24日","8.2798","8.2798","8.2798","8.2798","0.00%"
"2000年7月21日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"2000年7月20日","8.2796","8.2796","8.2796","8.2796","0.00%"
"2000年7月19日","8.2796","8.2796","8.2796","8.2796","0.00%"
"2000年7月18日","8.2796","8.2796","8.2796","8.2796","0.01%"
"2000年7月17日","8.2791","8.2791","8.2791","8.2791","-0.01%"
"2000年7月14日","8.2796","8.2796","8.2796","8.2796","0.01%"
"2000年7月13日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"2000年7月12日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年7月11日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"2000年7月10日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年7月7日","8.2793","8.2793","8.2793","8.2793","0.00%"
"2000年7月6日","8.2791","8.2791","8.2791","8.2791","0.00%"
"2000年7月5日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"2000年7月4日","8.2789","8.2789","8.2789","8.2789","0.00%"
"2000年7月3日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年6月30日","8.2782","8.2782","8.2782","8.2782","0.00%"
"2000年6月29日","8.2780","8.2780","8.2780","8.2780","0.01%"
"2000年6月28日","8.2775","8.2775","8.2775","8.2775","0.00%"
"2000年6月27日","8.2774","8.2774","8.2774","8.2774","0.00%"
"2000年6月26日","8.2773","8.2773","8.2773","8.2773","0.00%"
"2000年6月23日","8.2769","8.2769","8.2769","8.2769","-0.00%"
"2000年6月22日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"2000年6月21日","8.2772","8.2772","8.2772","8.2772","0.00%"
"2000年6月20日","8.2770","8.2770","8.2770","8.2770","0.00%"
"2000年6月19日","8.2768","8.2768","8.2768","8.2768","0.00%"
"2000年6月16日","8.2768","8.2768","8.2768","8.2768","0.00%"
"2000年6月15日","8.2768","8.2768","8.2768","8.2768","0.00%"
"2000年6月14日","8.2768","8.2768","8.2768","8.2768","-0.00%"
"2000年6月13日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"2000年6月12日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"2000年6月9日","8.2772","8.2772","8.2772","8.2772","-0.00%"
"2000年6月8日","8.2775","8.2775","8.2775","8.2775","0.00%"
"2000年6月7日","8.2773","8.2773","8.2773","8.2773","0.00%"
"2000年6月6日","8.2773","8.2773","8.2773","8.2773","0.00%"
"2000年6月5日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"2000年6月2日","8.2771","8.2771","8.2771","8.2771","0.00%"
"2000年6月1日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"2000年5月31日","8.2773","8.2773","8.2773","8.2773","0.00%"
"2000年5月30日","8.2772","8.2772","8.2772","8.2772","0.00%"
"2000年5月29日","8.2768","8.2768","8.2768","8.2768","-0.00%"
"2000年5月26日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"2000年5月25日","8.2773","8.2773","8.2773","8.2773","0.00%"
"2000年5月24日","8.2769","8.2769","8.2769","8.2769","0.00%"
"2000年5月23日","8.2768","8.2768","8.2768","8.2768","-0.00%"
"2000年5月22日","8.2770","8.2770","8.2770","8.2770","0.00%"
"2000年5月19日","8.2768","8.2768","8.2768","8.2768","-0.01%"
"2000年5月18日","8.2773","8.2773","8.2773","8.2773","0.01%"
"2000年5月17日","8.2768","8.2768","8.2768","8.2768","-0.00%"
"2000年5月16日","8.2772","8.2772","8.2772","8.2772","-0.01%"
"2000年5月15日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"2000年5月12日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"2000年5月11日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"2000年5月10日","8.2785","8.2785","8.2785","8.2785","-0.01%"
"2000年5月9日","8.2790","8.2790","8.2790","8.2790","-0.01%"
"2000年5月8日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"2000年5月5日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年5月4日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年5月3日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年5月2日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年5月1日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年4月28日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年4月27日","8.2798","8.2798","8.2798","8.2798","0.00%"
"2000年4月26日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年4月25日","8.2791","8.2791","8.2791","8.2791","0.01%"
"2000年4月24日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年4月21日","8.2785","8.2785","8.2785","8.2785","-0.01%"
"2000年4月20日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"2000年4月19日","8.2793","8.2793","8.2793","8.2793","0.00%"
"2000年4月18日","8.2790","8.2790","8.2790","8.2790","-0.00%"
"2000年4月17日","8.2794","8.2794","8.2794","8.2794","0.00%"
"2000年4月14日","8.2794","8.2794","8.2794","8.2794","0.00%"
"2000年4月13日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"2000年4月12日","8.2796","8.2796","8.2796","8.2796","0.01%"
"2000年4月11日","8.2791","8.2791","8.2791","8.2791","-0.01%"
"2000年4月10日","8.2798","8.2798","8.2798","8.2798","0.00%"
"2000年4月7日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年4月6日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年4月5日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年4月4日","8.2791","8.2791","8.2791","8.2791","0.01%"
"2000年4月3日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"2000年3月31日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"2000年3月30日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"2000年3月29日","8.2789","8.2789","8.2789","8.2789","-0.01%"
"2000年3月28日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年3月27日","8.2792","8.2792","8.2792","8.2792","0.00%"
"2000年3月24日","8.2789","8.2789","8.2789","8.2789","0.00%"
"2000年3月23日","8.2787","8.2787","8.2787","8.2787","0.00%"
"2000年3月22日","8.2783","8.2783","8.2783","8.2783","0.00%"
"2000年3月21日","8.2783","8.2783","8.2783","8.2783","-0.00%"
"2000年3月20日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年3月17日","8.2785","8.2785","8.2785","8.2785","0.01%"
"2000年3月16日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"2000年3月15日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"2000年3月14日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"2000年3月13日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"2000年3月10日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"2000年3月9日","8.2787","8.2787","8.2787","8.2787","0.00%"
"2000年3月8日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年3月7日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"2000年3月6日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"2000年3月3日","8.2789","8.2789","8.2789","8.2789","0.00%"
"2000年3月2日","8.2787","8.2787","8.2787","8.2787","0.00%"
"2000年3月1日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年2月29日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年2月28日","8.2786","8.2786","8.2786","8.2786","0.00%"
"2000年2月25日","8.2786","8.2786","8.2786","8.2786","0.01%"
"2000年2月24日","8.2780","8.2780","8.2780","8.2780","0.00%"
"2000年2月23日","8.2780","8.2780","8.2780","8.2780","0.01%"
"2000年2月22日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"2000年2月21日","8.2775","8.2775","8.2775","8.2775","0.00%"
"2000年2月18日","8.2772","8.2772","8.2772","8.2772","0.00%"
"2000年2月17日","8.2772","8.2772","8.2772","8.2772","-0.01%"
"2000年2月16日","8.2777","8.2777","8.2777","8.2777","0.00%"
"2000年2月15日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"2000年2月14日","8.2779","8.2779","8.2779","8.2779","-0.01%"
"2000年2月11日","8.2788","8.2788","8.2788","8.2788","0.00%"
"2000年2月10日","8.2788","8.2788","8.2788","8.2788","0.00%"
"2000年2月9日","8.2788","8.2788","8.2788","8.2788","0.00%"
"2000年2月8日","8.2788","8.2788","8.2788","8.2788","0.00%"
"2000年2月7日","8.2788","8.2788","8.2788","8.2788","0.00%"
"2000年2月4日","8.2788","8.2788","8.2788","8.2788","0.01%"
"2000年2月3日","8.2781","8.2781","8.2781","8.2781","0.01%"
"2000年2月2日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"2000年2月1日","8.2774","8.2774","8.2774","8.2774","-0.00%"
"2000年1月31日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"2000年1月28日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"2000年1月27日","8.2783","8.2783","8.2783","8.2783","0.00%"
"2000年1月26日","8.2782","8.2782","8.2782","8.2782","-0.00%"
"2000年1月25日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"2000年1月24日","8.2789","8.2789","8.2789","8.2789","-0.01%"
"2000年1月21日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年1月20日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"2000年1月19日","8.2797","8.2797","8.2797","8.2797","0.00%"
"2000年1月18日","8.2793","8.2793","8.2793","8.2793","0.00%"
"2000年1月17日","8.2793","8.2793","8.2793","8.2793","-0.00%"
"2000年1月14日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"2000年1月13日","8.2798","8.2798","8.2798","8.2798","0.00%"
"2000年1月12日","8.2796","8.2796","8.2796","8.2796","0.00%"
"2000年1月11日","8.2795","8.2795","8.2795","8.2795","0.00%"
"2000年1月10日","8.2794","8.2794","8.2794","8.2794","0.00%"
"2000年1月7日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"2000年1月6日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"2000年1月5日","8.2798","8.2798","8.2798","8.2798","-0.00%"
"2000年1月4日","8.2799","8.2799","8.2799","8.2799","0.00%"
"2000年1月3日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1999年12月31日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年12月30日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年12月29日","8.2793","8.2793","8.2793","8.2793","-0.00%"
"1999年12月28日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1999年12月27日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1999年12月24日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1999年12月23日","8.2795","8.2795","8.2795","8.2795","-0.00%"
"1999年12月22日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1999年12月21日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1999年12月20日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1999年12月17日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1999年12月16日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1999年12月15日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1999年12月14日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1999年12月13日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年12月10日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年12月9日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年12月8日","8.2795","8.2795","8.2795","8.2795","0.01%"
"1999年12月7日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1999年12月6日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1999年12月3日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"1999年12月2日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1999年12月1日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年11月30日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年11月29日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年11月26日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年11月25日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年11月24日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年11月23日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"1999年11月22日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年11月19日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年11月18日","8.2784","8.2784","8.2784","8.2784","0.00%"
"1999年11月17日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年11月16日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年11月15日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年11月12日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"1999年11月11日","8.2782","8.2782","8.2782","8.2782","0.00%"
"1999年11月10日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年11月9日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1999年11月8日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1999年11月5日","8.2779","8.2779","8.2779","8.2779","-0.00%"
"1999年11月4日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"1999年11月3日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年11月2日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年11月1日","8.2779","8.2779","8.2779","8.2779","0.00%"
"1999年10月29日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年10月28日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年10月27日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年10月26日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年10月25日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"1999年10月22日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年10月21日","8.2772","8.2772","8.2772","8.2772","-0.00%"
"1999年10月20日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年10月19日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年10月18日","8.2774","8.2774","8.2774","8.2774","-0.00%"
"1999年10月15日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年10月14日","8.2774","8.2774","8.2774","8.2774","-0.00%"
"1999年10月13日","8.2777","8.2777","8.2777","8.2777","0.01%"
"1999年10月12日","8.2772","8.2772","8.2772","8.2772","0.00%"
"1999年10月11日","8.2772","8.2772","8.2772","8.2772","-0.01%"
"1999年10月8日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1999年10月7日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年10月6日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年10月5日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年10月4日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年10月1日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年9月30日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年9月29日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月28日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月27日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月24日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年9月23日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1999年9月22日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1999年9月21日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月20日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月17日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年9月16日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"1999年9月15日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年9月14日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月13日","8.2772","8.2772","8.2772","8.2772","-0.00%"
"1999年9月10日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年9月9日","8.2774","8.2774","8.2774","8.2774","-0.00%"
"1999年9月8日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年9月7日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年9月6日","8.2776","8.2776","8.2776","8.2776","0.00%"
"1999年9月3日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年9月2日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年9月1日","8.2771","8.2771","8.2771","8.2771","0.00%"
"1999年8月31日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"1999年8月30日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"1999年8月27日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年8月26日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年8月25日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年8月24日","8.2775","8.2775","8.2775","8.2775","0.00%"
"1999年8月23日","8.2772","8.2772","8.2772","8.2772","-0.00%"
"1999年8月20日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年8月19日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年8月18日","8.2772","8.2772","8.2772","8.2772","0.00%"
"1999年8月17日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"1999年8月16日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年8月13日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"1999年8月12日","8.2771","8.2771","8.2771","8.2771","-0.00%"
"1999年8月11日","8.2772","8.2772","8.2772","8.2772","0.00%"
"1999年8月10日","8.2772","8.2772","8.2772","8.2772","-0.00%"
"1999年8月9日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年8月6日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年8月5日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年8月4日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年8月3日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年8月2日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"1999年7月30日","8.2774","8.2774","8.2774","8.2774","0.00%"
"1999年7月29日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年7月28日","8.2770","8.2770","8.2770","8.2770","0.00%"
"1999年7月27日","8.2770","8.2770","8.2770","8.2770","0.00%"
"1999年7月26日","8.2770","8.2770","8.2770","8.2770","-0.00%"
"1999年7月23日","8.2772","8.2772","8.2772","8.2772","-0.00%"
"1999年7月22日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年7月21日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年7月20日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1999年7月19日","8.2773","8.2773","8.2773","8.2773","0.00%"
"1999年7月16日","8.2773","8.2773","8.2773","8.2773","-0.00%"
"1999年7月15日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年7月14日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年7月13日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年7月12日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1999年7月9日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1999年7月8日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"1999年7月7日","8.2783","8.2783","8.2783","8.2783","0.00%"
"1999年7月6日","8.2782","8.2782","8.2782","8.2782","-0.01%"
"1999年7月5日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年7月2日","8.2785","8.2785","8.2785","8.2785","-0.00%"
"1999年7月1日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1999年6月30日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年6月29日","8.2786","8.2786","8.2786","8.2786","0.01%"
"1999年6月28日","8.2780","8.2780","8.2780","8.2780","0.01%"
"1999年6月25日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年6月24日","8.2779","8.2779","8.2779","8.2779","-0.01%"
"1999年6月23日","8.2784","8.2784","8.2784","8.2784","0.00%"
"1999年6月22日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年6月21日","8.2778","8.2778","8.2778","8.2778","0.00%"
"1999年6月18日","8.2774","8.2774","8.2774","8.2774","-0.00%"
"1999年6月17日","8.2775","8.2775","8.2775","8.2775","-0.00%"
"1999年6月16日","8.2776","8.2776","8.2776","8.2776","-0.01%"
"1999年6月15日","8.2781","8.2781","8.2781","8.2781","0.01%"
"1999年6月14日","8.2776","8.2776","8.2776","8.2776","-0.00%"
"1999年6月11日","8.2777","8.2777","8.2777","8.2777","0.00%"
"1999年6月10日","8.2777","8.2777","8.2777","8.2777","-0.00%"
"1999年6月9日","8.2778","8.2778","8.2778","8.2778","-0.00%"
"1999年6月8日","8.2779","8.2779","8.2779","8.2779","-0.00%"
"1999年6月7日","8.2781","8.2781","8.2781","8.2781","0.00%"
"1999年6月4日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"1999年6月3日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"1999年6月2日","8.2787","8.2787","8.2787","8.2787","0.01%"
"1999年6月1日","8.2781","8.2781","8.2781","8.2781","-0.00%"
"1999年5月31日","8.2784","8.2784","8.2784","8.2784","-0.00%"
"1999年5月28日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1999年5月27日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1999年5月26日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1999年5月25日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年5月24日","8.2785","8.2785","8.2785","8.2785","0.01%"
"1999年5月21日","8.2780","8.2780","8.2780","8.2780","0.00%"
"1999年5月20日","8.2780","8.2780","8.2780","8.2780","-0.00%"
"1999年5月19日","8.2783","8.2783","8.2783","8.2783","-0.01%"
"1999年5月18日","8.2790","8.2790","8.2790","8.2790","0.01%"
"1999年5月17日","8.2785","8.2785","8.2785","8.2785","0.00%"
"1999年5月14日","8.2784","8.2784","8.2784","8.2784","0.01%"
"1999年5月13日","8.2778","8.2778","8.2778","8.2778","-0.01%"
"1999年5月12日","8.2783","8.2783","8.2783","8.2783","0.00%"
"1999年5月11日","8.2782","8.2782","8.2782","8.2782","-0.01%"
"1999年5月10日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年5月7日","8.2783","8.2783","8.2783","8.2783","-0.00%"
"1999年5月6日","8.2786","8.2786","8.2786","8.2786","-0.00%"
"1999年5月5日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年5月4日","8.2789","8.2789","8.2789","8.2789","-0.00%"
"1999年5月3日","8.2790","8.2790","8.2790","8.2790","0.00%"
"1999年4月30日","8.2790","8.2790","8.2790","8.2790","-0.00%"
"1999年4月29日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1999年4月28日","8.2791","8.2791","8.2791","8.2791","-0.00%"
"1999年4月27日","8.2794","8.2794","8.2794","8.2794","0.00%"
"1999年4月26日","8.2793","8.2793","8.2793","8.2793","0.01%"
"1999年4月23日","8.2784","8.2784","8.2784","8.2784","0.00%"
"1999年4月22日","8.2783","8.2783","8.2783","8.2783","0.00%"
"1999年4月21日","8.2783","8.2783","8.2783","8.2783","0.00%"
"1999年4月20日","8.2783","8.2783","8.2783","8.2783","-0.00%"
"1999年4月19日","8.2787","8.2787","8.2787","8.2787","0.00%"
"1999年4月16日","8.2787","8.2787","8.2787","8.2787","-0.00%"
"1999年4月15日","8.2789","8.2789","8.2789","8.2789","-0.01%"
"1999年4月14日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1999年4月13日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1999年4月12日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1999年4月9日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1999年4月8日","8.2799","8.2799","8.2799","8.2799","0.00%"
"1999年4月7日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1999年4月6日","8.2797","8.2797","8.2797","8.2797","0.00%"
"1999年4月5日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年4月2日","8.2794","8.2794","8.2794","8.2794","-0.00%"
"1999年4月1日","8.2796","8.2796","8.2796","8.2796","-0.00%"
"1999年3月31日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1999年3月30日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1999年3月29日","8.2797","8.2797","8.2797","8.2797","-0.00%"
"1999年3月26日","8.2800","8.2800","8.2800","8.2800","0.00%"
"1999年3月25日","8.2798","8.2798","8.2798","8.2798","0.00%"
"1999年3月24日","8.2796","8.2796","8.2796","8.2796","0.00%"
"1999年3月23日","8.2795","8.2795","8.2795","8.2795","0.00%"
"1999年3月22日","8.2792","8.2792","8.2792","8.2792","-0.00%"
"1999年3月19日","8.2793","8.2793","8.2793","8.2793","0.01%"
"1999年3月18日","8.2788","8.2788","8.2788","8.2788","0.00%"
"1999年3月17日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1999年3月16日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年3月15日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年3月12日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年3月11日","8.2789","8.2789","8.2789","8.2789","0.00%"
"1999年3月10日","8.2788","8.2788","8.2788","8.2788","-0.00%"
"1999年3月9日","8.2791","8.2791","8.2791","8.2791","0.01%"
"1999年3月8日","8.2786","8.2786","8.2786","8.2786","0.00%"
"1999年3月5日","8.2784","8.2784","8.2784","8.2784","0.00%"
"1999年3月4日","8.2783","8.2783","8.2783","8.2783","-0.01%"
